date,location,event,participants_on_record,source_urls,notes,deep_search_event,deep_search_notes
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2196 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2197 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2198 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2199 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2200 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2201 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2202 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2203 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2204 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2205 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2206 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2207 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2208 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2209 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2210 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2211 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2212 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2213 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2214 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2215 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2216 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2217 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2218 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2219 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2220 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2221 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2222 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2223 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2224 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
